sku_id,id,image_path,image_vec,ocr_text,is_primary,created_at,image_vec_768,colors,color_scores,detected_facets
1,1,http://hango.ducdatphat.id.vn/uploads/z6558377446279_59ffb3acbcb7a9c320c9916d78958b79.jpg,,,False,2025-09-06T07:36:13.134649+00:00,,{},{},{}
1,112,1_a3070bbfcc7a49a889485673a17b042e.png,"[0.0075713187,0.023016188,0.023842499,-0.113731906,0.0035181558,0.035677627,-0.026689393,0.014390449,-0.014744438,0.037092492,-0.03210714,-0.06385677,0.016265068,0.060819354,0.07742772,0.09453178,-0.03589799,-0.026307544,0.010063691,-0.07567369,0.011295025,0.020244742,-0.07176542,0.0732289,0.009765272,-0.009393579,0.008207909,0.010528758,0.047531623,0.033301305,-0.0022757538,-0.052232176,0.11253248,-0.025252847,0.012537435,-0.0654818,0.02385918,0.091256574,0.0031958693,-0.014040213,0.083848715,0.069032975,0.013982709,0.0131776305,-0.04309638,0.015255984,0.028692542,-0.010509083,0.03333936,0.02478617,-0.06368813,-0.02287934,-0.015304207,0.009172955,0.05363628,-0.041882835,0.07790884,0.015414457,0.022077728,-0.019452348,0.032389216,0.06310436,-0.0046409657,0.02218232,0.05110963,-0.0038944476,-0.048300147,0.017086936,-0.024128905,0.017475102,-0.07768812,0.017804837,0.054085568,-0.024291577,0.021383723,-0.016634753,0.045646638,-0.018395143,-0.045883235,-0.0011068569,-0.035793915,0.05955878,0.07038469,0.094346076,0.015309421,0.06928026,0.06625736,0.02642753,0.04313648,-0.06471814,-0.054936655,-0.070542246,-0.026159652,-0.016803646,-0.00417585,-0.013935269,-0.047655124,0.059858806,-0.0054385844,0.033752173,-0.02411102,0.0115261255,-0.05859954,-0.01712264,0.09565228,-0.0134630585,-0.012439306,0.007887322,-0.015053295,-0.01676849,0.032470252,0.053577587,-0.027987378,-0.06578107,0.06999324,0.028423104,0.00446896,0.08910019,-0.026161585,0.008952788,-0.059155013,-0.01996048,-0.089650184,0.057884112,0.033663854,0.016232973,0.09981609,0.02114991,-0.026338588,-0.029931251,0.045442794,-0.0076877507,0.013835583,0.04381646,-0.0039805677,-0.062270194,-0.0022689307,0.09256892,-0.049335223,0.061720517,-0.017090429,0.02937825,-0.020651856,-0.07015652,0.014214889,0.00010880404,0.025152456,0.0061109127,0.07826769,-0.04253109,0.07023468,-0.04493991,0.018341113,0.008899574,0.061643064,0.0012117111,-0.060646895,-0.09857339,-0.021375556,-0.041827366,-0.01424705,0.04503099,-0.0037157203,0.022452867,-0.045361824,0.030487517,-0.01269146,0.029746309,-0.06265809,-0.081959076,0.04585193,-0.06708867,0.019374972,-0.014979799,-0.081912726,0.088854946,-0.07465185,0.0008858742,-0.058932375,-0.030536123,-0.011109029,-0.026281362,0.026876973,-0.003977998,0.03846188,0.023409337,-0.023633463,0.06374642,-0.0030266498,-0.040591173,0.043581504,-0.031750802,0.09675556,0.057611965,0.021530159,-0.03369946,0.011450681,-0.038390964,-0.052727137,0.019403774,-0.007034239,-0.06691294,-0.072523266,-0.017786283,-0.074010916,-0.010404902,-0.043066382,-0.0064433618,-0.044569664,-0.008116882,-0.030961767,-0.04698428,-0.032569572,-0.013711225,0.049362324,0.017253743,0.04467915,-0.002083226,-0.06742203,0.023502443,0.057173155,0.073681146,0.053555913,-0.01207596,-0.017529557,0.072381504,0.022449125,0.0031918734,-0.0703741,-0.03267863,0.009841397,0.035216473,-0.0025236795,-0.07734217,-0.049183436,0.038466748,-0.054261003,-0.084720105,-0.027007403,-0.0010265078,-0.028811969,-0.026599074,0.016359368,-0.03341683,0.014244555,0.0047404314,0.057764977,0.04154517,-0.053982846,0.046422552,-0.040412713,0.043069262,-0.040505163,0.0051781433,0.014625598,-0.04880829,-0.010528317,0.034616947,-0.04159979,-0.019043647,-0.012610067,-0.010052038,0.010285658,-0.039114866,0.015992664,-0.06631552,-0.024427112,0.04673566,0.013132657,-0.0048154793,0.04861916,0.09650478,0.0716458,-0.018559203,0.043080628,-0.036393054,-0.08712617,-0.041424338,-0.02047956,0.097469434,-0.06108501,-0.08941664,0.01513979,-0.046726003,0.025169302,0.0007926978,0.017125592,-0.016217401,-0.05689775,0.024432926,-0.041515417,0.007434266,-0.09032791,-0.03212533,0.016595632,0.022132494,0.0055422205,0.019880528,0.051357884,0.009041657,0.049666654,0.017981544,0.03951333,0.036428135,-0.022779167,-0.028750174,-0.058346163,-0.025926882,-0.05980717,0.0009702243,0.057830155,-0.004130469,-0.039665453,0.051867496,-0.048465483,-0.058716737,0.005410544,0.055411406,0.018466122,0.03569502,0.048459936,0.06830043,0.020106725,-0.036386732,-0.040203027,-0.008502253,-0.052228723,0.042536654,-0.0067990352,0.034355484,-0.042220887,-0.03516702,0.106615506,-0.03982961,0.031684726,0.06890839,-0.052554365,-0.04976338,0.00070364523,-0.06733606,0.015185514,0.018907394,0.017882694,0.0109292045,-0.011986522,0.025287256,0.053147852,-0.040543657,0.011479556,0.020366592,0.078372076,-0.07821477,0.09378857,0.017463425,-0.0026985116,-0.026871877,-0.017888103,0.0012985297,-0.002406371,0.08906036,0.051198825,-0.0031871132,-0.036008682,-0.025321687,-0.034362506,-0.018097084,-0.054981865,-0.03508497,-0.070091434,-0.0157965,-0.027698267,0.00296882,-0.04139351,-0.10065199,0.05123413,-0.04889944,0.02387662,0.030010486,0.0748303,-0.008558057,0.061100222,-0.023416659,-0.038738117,0.06825544,-0.04905045,-2.5254538e-05,-0.009131591,0.0023973144,0.08381149,0.026385546,-0.03053353,-0.072734915,-0.0011046309,0.009939772,0.0112976385,-0.04334563,0.06577672,-0.023889957,-0.0055986755,0.089812286,-0.00047384106,0.008774583,-0.023458887,-0.026132418,-0.009822727,-0.046081517,0.04316029,0.06654875,0.057820674,0.047032885,0.018336164,0.043971572,-0.0854046,-0.049803525,-0.011359192,0.07100995,-0.08891573,0.02596471,-0.03494899,-0.028431658,0.008180152,0.022308182,-0.05254217,0.020098642,-0.06382844,0.051472154,-0.02123174,0.010356699,0.01909313,-0.039239723,0.0011273592,0.012862283,0.036072273,0.03895655,-0.0705913,-0.017183926,0.047081426,-0.0058367173,-0.00038284983,0.018470604,-0.030201979,0.031146195,-0.032815073,-0.0083509255,0.014525091,-0.04307535,-0.029132025,0.0020215313,-0.03005116,-0.058322348,0.03408156,0.027551508,-0.025399014,0.013327291,-0.0033071563,-0.008819412,-0.004424016,-0.0012305087,-0.015395365,-0.01090133,0.0336011,0.006355036,0.071960144,-0.008316324,0.026024748,0.020313213,-0.017462244,0.037249885,-0.0058193225,0.0052130236,0.04423508,-0.05240317,-0.01940238,-0.02716064,-0.016856758,0.10328016,-0.02857808,-0.0999965,0.03040911,-0.052383367,0.028186988,-0.006901784,-0.0095635755,-0.075628534,-0.10913645,0.0074322126,0.0036610244,-0.020161025,0.092324555,0.05797297,-0.008714529,-0.073055305,-0.019182993,0.058574498,0.0037785813,-0.008923737,-0.06109942,-0.04009703,0.002424259,0.02372979,-0.015045094,0.00092094496,-0.10329803,0.028925736,-0.0014674318,-0.06075001,-0.06690028,0.06801117,-0.028250221,0.037812263,-0.0043287803,0.025343543]",,True,2025-09-08T02:05:29.298719+00:00,,{},{},{}
1,296,1_3d7b201b372c4174843a6ec9f6219e58.jpg,,,False,2025-10-04T16:43:10.487586+00:00,,{},{},{}
1,297,1_f30fe886529b4cffa92c928cc5470997.jpg,,,False,2025-10-04T16:43:15.828414+00:00,,{},{},{}
1,298,1_b7ec4d798c014957b443aac2cd409f05.jpg,,,False,2025-10-04T16:43:21.020886+00:00,,{},{},{}
3,52,3_836ad79412964175b2df3afaa3e3d59c.png,"[-0.0075391647,0.00027228368,0.02511889,-0.08763853,0.03322215,0.0227086,0.013204668,0.012607552,-0.03750414,0.038466405,-0.070021175,-0.06310622,0.046744306,0.05530251,0.059792064,0.066434905,-0.03462092,-0.041296326,0.014091672,-0.08441285,-0.010820098,0.02651102,-0.06902742,0.06592383,0.027035259,-0.010513503,0.040164813,0.0071094953,0.015313184,0.03709538,-0.010083107,-0.025372067,0.08941939,-0.020896332,0.021328462,-0.07070961,0.044293758,0.07601727,0.048176598,-0.008088804,0.044134427,0.09023407,0.0075039673,0.013748035,-0.052772712,0.007744476,0.00447551,-0.011867786,0.01088806,0.008610252,-0.0418517,-0.041078668,-0.0018736502,-0.015922487,0.035890415,-0.028669631,0.079486325,0.03201608,0.039083015,0.009948367,0.016834414,0.048917968,-0.042066522,0.027309835,0.050025985,0.020567114,-0.056036767,0.00015662007,-0.045247532,0.009087536,-0.098560445,0.019334614,0.05693555,-0.03816739,-0.0042110304,-0.04186609,0.07316005,-0.030323217,-0.055169612,0.00570075,-0.022128265,0.037218858,0.08322129,0.082730144,0.019643797,0.06465811,0.08229156,0.03202651,0.03750057,-0.059694607,-0.046714712,-0.076171756,-0.03118918,-0.044917032,-0.014104065,-0.052410558,-0.032294817,0.07152337,-0.008121181,0.026577592,-0.020639248,-0.013033078,-0.02533548,-0.014868668,0.09165657,-0.012892716,-0.039982613,-0.008421331,-0.00820301,0.012318604,0.012397671,0.052116252,-0.02659246,-0.086539336,0.04508454,0.022218445,0.00078824954,0.081757404,-0.01580858,-0.0011927895,-0.04818477,-0.016683446,-0.10634405,0.022864006,0.041708484,0.025701502,0.094180115,0.02549719,-0.010758242,-0.038078986,0.03387888,-0.009997907,0.02050086,0.020226728,-0.023869177,-0.03659935,-0.0011872585,0.08914762,-0.06935004,0.07179209,-0.058457427,0.043507896,-0.015465715,-0.050237395,0.024293058,-0.01570284,0.003917451,-0.0073176413,0.056625176,-0.046033666,0.07645985,-0.04572959,0.016214617,0.014606358,0.08164852,-0.0004891165,-0.06079355,-0.11010075,-0.019360472,-0.025096854,-0.0032002314,0.0028262222,-0.0039186995,0.005529438,-0.024799393,0.018007403,-0.0094144195,0.02145302,-0.04621714,-0.059331242,0.07399988,-0.031807736,-0.0007849144,-0.054060273,-0.06928493,0.09730801,-0.05321634,0.00038773406,-0.06261924,-0.048910823,-0.0034012012,-0.037717,0.015996277,-0.009251434,0.029763302,0.03572106,-0.01326748,0.053675964,0.007098804,-0.02039177,0.018700676,-0.04414154,0.0838632,0.017530454,0.021530313,0.0056257774,-0.019604374,-0.02889643,-0.051603064,0.019923853,-0.01667782,-0.03689208,-0.058881935,-0.022651114,-0.06907485,0.010717112,-0.03684384,-0.016350867,-0.03773193,-0.038622748,-0.006860656,-0.059106216,-0.01897675,-0.002077186,0.07352772,-0.0039578164,0.046790045,0.01792298,-0.06303665,0.048391096,0.06657491,0.06178278,0.0487625,0.018355463,-0.020228142,0.030692026,0.02960759,-0.024208685,-0.052377183,-0.045358397,0.0164649,0.035249066,0.017787632,-0.08014618,-0.045260213,0.029689897,-0.06795373,-0.07553836,-0.040991914,0.0033475773,-0.036374085,-0.023465738,0.04758427,-0.029501393,0.0066730455,0.022353591,0.054390192,0.018867543,-0.0838779,0.016428033,-0.051767085,0.049945775,-0.037886474,0.012707409,0.02306518,-0.018385539,-0.05442393,0.053730145,-0.040560454,-0.003772477,-0.023523895,-0.012839725,0.02739074,-0.07409942,-0.016323304,-0.058777034,-0.03848585,0.027060771,0.014022168,0.005098385,0.055201635,0.10423995,0.018638698,-0.013180215,0.02825674,-0.061674424,-0.0923809,-0.05275098,-0.04119828,0.07122487,-0.03426465,-0.08067504,-0.0037375542,-0.027096128,0.026227865,-0.018042887,0.03345843,-0.03648494,-0.037159167,0.05300432,-0.05300431,-0.000953653,-0.08624551,-0.012781321,0.0053742332,0.033175603,0.038615953,0.059028298,0.06512669,-0.024591444,0.032890115,0.011726948,0.03897615,0.031993292,-0.025190854,-0.016667115,-0.066805296,-0.004131507,-0.026365338,0.017799614,0.015553776,0.01075068,-0.03784284,0.05018715,-0.051351238,-0.042973652,0.007988212,0.044736076,-0.002816118,0.035135183,0.0366709,0.06885118,-0.00698734,-0.04617673,-0.06578935,-0.0030956643,-0.07642178,0.05358582,0.0009665021,0.010525608,-0.043976456,-0.001231064,0.117564656,-0.031175805,0.04506489,0.016154492,-0.06994272,-0.04744448,0.016202047,-0.091706276,0.046717815,-0.024872534,0.04227719,0.02137647,-0.03621134,-0.025605654,0.042164933,-0.034070376,-0.0048627956,0.02878185,0.07798838,-0.055589102,0.06578403,-0.0043980987,-0.0043527023,-0.024458602,-0.018042104,-0.0087018395,0.0041811937,0.07280465,0.021332342,0.014796821,-0.041863177,-0.03694167,-0.04094519,-0.024880838,-0.09323593,-0.055369362,-0.046683945,-0.012243161,-0.0015439268,-0.030908644,-0.044258375,-0.06546405,0.061538342,-0.019622551,0.033801936,0.038818695,0.073084265,0.0015698831,0.12155505,-0.050221253,-0.03184316,0.08316442,-0.06251954,0.014284008,-0.02109295,0.006695582,0.061810087,0.01817814,-0.058066245,-0.06742731,0.014441474,0.028978657,0.0022113181,-0.06724776,0.053769056,-0.009437103,-0.026362222,0.09191797,-0.0065787705,0.024739824,-0.03726091,-0.07912478,0.017439052,-0.05891369,0.048222866,0.056156836,0.041895356,0.053942923,0.024297245,0.014047092,-0.06939958,-0.011476078,-0.008345859,0.051030423,-0.08582302,0.038173426,-0.030920219,-0.020228941,0.013931372,0.005849729,-0.05060991,-0.0021777956,-0.040007997,0.03410541,0.013559356,0.018296368,0.011819226,-0.04874941,0.019017031,0.0011239301,0.009847921,0.049854986,-0.024279904,-0.019060023,0.0436583,-0.007090412,-0.015739596,0.0023951156,-0.006864733,0.039955147,-0.036599617,-0.011806528,0.023149569,-0.055182297,-0.061981164,0.027875189,-0.020522065,-0.039265536,0.042354953,0.04425317,-0.025626246,0.032686062,0.0047549796,-0.01664439,-0.028521966,0.012530276,-0.023578418,-0.0132357385,0.07480116,-0.009292396,0.038609482,-0.031161694,0.021065926,0.014512176,-0.047130328,0.066288255,-0.018417245,0.0038153955,0.042687654,-0.039787877,-0.009333478,-0.047403514,-0.020414934,0.108160436,-0.03164545,-0.07286055,0.03694741,-0.06386577,-0.007464672,-0.019518048,-0.03603118,-0.08738165,-0.07963888,-0.012236525,0.01571178,-0.013518128,0.09882953,0.06922123,-0.006737904,-0.073311016,-0.024456497,0.0332388,-0.014224995,-0.013542214,-0.06059915,-0.08661074,0.007761369,0.01951701,0.0035591244,0.026948651,-0.103713274,0.031129023,-0.030390857,-0.0570821,-0.07973309,0.061644845,-0.032491133,0.038485777,-0.0006722854,0.023267165]",,True,2025-09-08T01:16:22.949807+00:00,,{},{},{}
3,293,3_fa980065c7e543eda904c9e875732834.jpg,,,False,2025-10-04T16:42:06.161664+00:00,,{},{},{}
3,294,3_9ee78dc434fd46f3980a5b06a699b28a.jpg,,,False,2025-10-04T16:42:10.557887+00:00,,{},{},{}
3,295,3_4451f437d3234645aae5f4090939bd65.jpg,,,False,2025-10-04T16:42:16.387282+00:00,,{},{},{}
4,24,4_d8a308ea3b1a461eb8310fd6fdd0b1b7.png,"[0.023928234,0.0015271141,-0.00319834,-0.11450559,-0.0147146275,-0.014931527,-0.027999396,0.028699296,-0.023119317,0.046990268,-0.043149564,-0.0583124,0.023474157,0.050034802,0.031165576,0.07869732,-0.020952469,-0.007588813,-0.0008174157,-0.08819424,-0.0030258964,0.009385321,-0.052635632,0.06792786,0.04509551,0.021598093,0.02250601,-0.013587116,0.027874652,0.07127583,0.035069786,-0.06605033,0.09631486,0.008414499,0.0019596675,-0.08385154,0.057607643,0.08093116,0.021422809,-0.01137863,0.021937864,0.10473547,0.00871938,0.0073716342,-0.045422383,0.013025329,0.006809032,-0.01859701,0.0122142015,0.02360837,-0.07808123,-0.0063669016,-0.010660205,-0.026223704,0.026804578,-0.023918448,0.0646351,0.07156333,0.042903475,-0.012996498,0.015757883,0.07369969,-0.0068372223,0.06861042,0.08570805,0.0177089,-0.018488286,0.0073301904,-0.035612796,0.0062803356,-0.059735134,0.026552454,0.08132557,-0.038444415,0.009170176,-0.021238253,0.04108488,0.008077431,-0.028838243,0.02132759,-0.07362336,0.027366145,0.058502845,0.0609894,0.06442804,0.09449263,0.0800284,0.038699035,-0.0016986363,-0.034311026,-0.06559629,-0.060857233,-0.03611229,-0.040442836,0.020028576,0.00056666014,-0.043911368,0.061587036,-0.020553252,0.055832744,-0.02964767,0.011092005,-0.008953259,-0.011228549,0.06659888,-0.027084598,-0.0056960005,0.03472572,0.017938253,-0.0423199,-0.006170511,0.031294443,-0.022956176,-0.03737555,0.032068614,0.009326155,-0.006483509,0.09056001,-0.013287363,0.010248915,-0.06061408,-0.014413671,-0.08638581,0.040063106,0.010766323,0.019489601,0.108444765,0.047647562,-0.022315612,-0.04408736,0.024995228,-0.00855282,-0.01735511,0.039686233,0.007345603,0.012738803,-0.02133598,0.07881486,-0.036880873,0.08598097,-0.039150275,0.020915667,-0.019768365,-0.040942043,-0.017312199,-0.0025965,0.037794527,0.0004709132,0.0665705,-0.078085415,0.06101992,0.0034554792,-0.022720944,0.03939946,0.08457241,0.0034103182,-0.05077817,-0.08741956,-0.02576812,-0.03688904,-0.017810164,0.014482287,-0.033801857,0.026378373,-0.025305154,0.013962514,-0.032314587,0.05819785,-0.029122049,-0.08718831,0.043030385,-0.02915065,-0.00035662283,-0.049120408,-0.07127264,0.0842561,-0.047781844,0.019786678,-0.07480143,-0.056469474,0.022988526,-0.0034437485,0.011440224,0.018779589,0.08213675,0.058634676,-0.053258497,0.05588648,0.014397354,-0.017788356,0.042649735,-0.05341038,0.074668914,0.03837243,0.013414658,-0.003594423,-0.029102681,-0.057815254,-0.03961249,0.013879042,-0.0023257777,-0.036548045,-0.04292441,0.037753694,-0.051652126,-0.010146576,-0.027360223,-0.022915743,-0.06400251,-0.01635133,-0.04909116,-0.082514994,-0.030983528,-0.0034774574,0.05840762,0.0060218265,0.04470227,0.01774049,-0.048487764,0.017712748,0.058732912,0.067928456,0.044284925,-0.011663965,-0.026298208,0.045321822,0.016961489,0.025775073,-0.08858081,-0.057590168,0.029237762,0.04188057,-0.02034299,-0.055315115,-0.031019097,0.056108095,-0.04436419,-0.07155342,-0.031034306,-0.02402804,-0.051698502,-0.03164022,0.024036316,-0.04408214,0.016926516,-0.0012225185,0.040090244,0.022357002,-0.042553145,0.024572577,-0.057091758,0.039794482,-0.036470223,-0.012285172,-0.013987475,-0.028148677,-0.015500075,0.03944588,-0.034831494,-0.009456296,-0.040031,-0.008689624,0.07164136,-0.07090597,0.0083145695,-0.027118703,-0.016964963,0.03943106,0.00081773713,-0.022865886,0.036384597,0.09244865,0.029503753,0.006142977,0.010367389,-0.059121218,-0.06609581,-0.06422374,-0.010451445,0.0843604,-0.06608768,-0.040067233,0.026113978,-0.038688045,0.038103364,-0.009582079,0.0078884205,-0.018954126,-0.04568989,0.03425964,-0.07861743,0.043734297,-0.06665647,-0.0074008605,-0.0046992893,0.024638185,0.037893213,0.09014784,0.051518917,0.011207145,-0.010051438,0.017202454,-0.0304091,0.021723822,-0.00867845,-0.026098583,-0.07179885,-0.043943126,-0.036565237,-0.024864435,0.007868009,0.020437011,-0.040674295,0.04866665,-0.028256709,-0.04597886,0.023739915,0.05587676,0.02667957,0.024165047,0.022637991,0.06671189,0.0058075967,-0.05140376,-0.07161541,0.00998888,-0.0371531,0.05769921,-0.010369088,0.052569553,-0.038203545,-0.01364801,0.09234941,-0.043547623,0.039506234,0.060619403,-0.05252774,-0.011623058,0.002546068,-0.10317594,0.05398375,-0.006244005,-0.001499499,0.039258257,-0.054230984,-0.028399967,0.07368027,-0.009066591,0.0051744743,0.033822894,0.06344935,-0.064655006,0.05301392,0.008201251,0.025955677,-0.009375577,0.00028408307,-0.024915418,-0.010095269,0.10161607,0.047357813,0.015922813,-0.0791483,-0.0049363202,-0.036656674,-0.004970757,-0.07259275,-0.017948689,-0.03448596,-0.033163052,-0.03476131,-0.027457153,-0.051344167,-0.09890932,0.051296275,-0.017575217,0.0307459,0.045329593,0.025601678,-0.03587313,0.074479364,-0.012370003,-0.054174267,0.05997877,-0.055744454,-0.010133116,-0.013789555,0.018879103,0.072142914,0.024360493,-0.043345507,-0.014206364,0.015061012,-0.014408923,0.025171004,-0.035187453,0.052762378,0.006153264,-0.01602482,0.060044635,-0.038892727,0.034199223,-0.03910182,-0.055572573,0.027537338,-0.02457098,0.0038181902,0.074608766,0.023128925,0.05624539,0.019532712,0.03116325,-0.06577554,-0.0511641,-0.036076356,0.088067695,-0.037465062,0.007928734,-0.06994431,-0.027791455,0.034542132,0.010350513,-0.04703625,-0.013330008,-0.08032542,0.08756988,0.015213391,0.0075216917,0.0013997587,-0.05603542,0.011066637,-0.0011154456,0.025951026,0.09107595,-0.067371875,-0.02221349,0.05621545,-0.00081116735,-0.03014713,0.030163705,-0.022872267,0.054481268,-0.028094964,0.0620807,-0.008059886,-0.032920353,-0.012302158,-0.0053760475,-0.0003719777,-0.041071884,0.052114867,0.02783169,-0.046645865,0.0030485636,-0.01549949,-0.033308,-0.016349567,0.0052453335,-0.041592192,-0.0430894,0.0374085,0.011897649,0.05735497,-0.022538582,0.0017620153,0.039310448,-0.039569605,0.05779117,-0.03217689,0.016083425,0.06585806,-0.014942334,0.015316777,-0.0014786269,-0.035241097,0.10022411,-0.030865325,-0.058016106,0.018749092,-0.02975873,0.024745895,-0.012606542,-0.035866313,-0.11031222,-0.068021655,0.0014028841,0.057574175,-0.017340539,0.07387385,0.038344286,-0.03151106,-0.08334062,0.0035300157,0.08087835,0.013771631,-0.02725355,-0.092533134,-0.045773838,0.033208705,-0.023084354,-0.019619111,0.03156462,-0.08419755,0.020818101,-0.023959639,-0.054056447,-0.059969574,0.08406343,-0.029001703,0.048817944,0.003775315,0.0017180251]",,True,2025-09-06T11:45:59.996685+00:00,,{},{},{}
